1328,0
1687,1
1798,2
1876,3
2067,4
2277,5
2438,6
2462,7
2509,8
2736,9
2779,10
2918,11
2943,12
3043,13
3088,14
3117,15
3184,16
3225,17
3258,18
3431,19
3457,20
3485,21
3518,22
3547,23
3597,24
3644,25
3706,26
3877,27
3947,28
3972,29
4025,30
4048,31
4084,32
4191,33
4220,34
4239,35
4279,36
4340,37
4400,38
4423,39
4464,40
4518,41
4616,42
4645,43
4684,44
4698,45
4738,46
4783,47
4811,48
4836,49
4862,50
4883,51
4906,52
4963,53
5031,54
5064,55
5087,56
5112,57
5180,58
5223,59
5257,60
5318,61
5338,62
5398,63
5420,64
5439,65
5451,66
5472,67
5516,68
5594,69
5612,70
5653,71
5671,72
5719,73
5741,74
5796,75
5811,76
5855,77
5864,78
5878,79
5887,80
5899,81
5917,82
5980,83
5999,84
6011,85
6022,86
6030,87
6038,88
6048,89
6056,90
6064,91
6072,92
6080,93
6088,94
6096,95
6104,96
6113,97
6121,98
6129,99
6159,100
6167,101
6184,102
6204,103
6224,104
6232,105
6240,106
6248,107
6256,108
6264,109
6278,110
6286,111
6295,112
6305,113
6313,114
6321,115
6340,116
6348,117
6358,118
6370,119
6378,120
6386,121
6395,122
6407,123
6415,124
6431,125
6452,126
6472,127
6493,128
6501,129
6535,130
6561,131
6583,132
6660,133
6667,134
6674,135
6697,136
6716,137
6724,138
6739,139
6746,140
6753,141
6760,142
6785,143
6799,144
6816,145
6855,146
6865,147
6881,148
6903,149
6917,150
6926,151
6935,152
6943,153
6951,154
6959,155
6967,156
6976,157
6992,158
7037,159
7050,160
7064,161
7080,162
7092,163
7137,164
7161,165
7178,166
7206,167
7248,168
7269,169
7295,170
7308,171
7320,172
7340,173
7350,174
7371,175
7379,176
7388,177
7397,178
7413,179
7423,180
7438,181
7451,182
7459,183
7473,184
7481,185
7492,186
7515,187
7538,188
7547,189
7555,190
7605,191
7626,192
7634,193
7642,194
7666,195
7674,196
7682,197
7696,198
7705,199
7717,200
7726,201
7736,202
7745,203
7755,204
7763,205
7771,206
7779,207
7787,208
7804,209
7818,210
7836,211
7844,212
7863,213
7871,214
7892,215
7921,216
7929,217
7937,218
7946,219
7954,220
7980,221
7989,222
8015,223
